province,price
Sumatera Utara,43700.0
Sumatera Utara,43900.0
Sumatera Utara,43550.0
Sumatera Utara,42650.0
Sumatera Utara,42050.0
Sumatera Utara,42000.0
Sumatera Utara,40950.0
Sumatera Utara,41150.0
Sumatera Utara,40900.0
Sumatera Utara,39750.0
Sumatera Utara,40400.0
Sumatera Utara,40100.0
Sumatera Utara,40050.0
Sumatera Utara,39200.0
Sumatera Utara,37500.0
Sumatera Utara,36800.0
Sumatera Utara,36900.0
Sumatera Utara,40000.0
Sumatera Utara,40000.0
Sumatera Utara,40000.0
Sumatera Utara,39400.0
Sumatera Utara,39400.0
Sumatera Utara,39400.0
Sumatera Utara,39400.0
Sumatera Utara,39400.0
Sumatera Utara,38400.0
Sumatera Utara,38400.0
Sumatera Utara,38400.0
Sumatera Utara,37900.0
Sumatera Utara,37900.0
Sumatera Utara,37900.0
Sumatera Utara,37900.0
Sumatera Utara,37900.0
Sumatera Utara,37900.0
Sumatera Utara,37900.0
Sumatera Utara,35900.0
Sumatera Utara,34900.0
Sumatera Utara,15750.0
Sumatera Utara,15750.0
Sumatera Utara,15800.0
Sumatera Utara,15800.0
Sumatera Utara,15800.0
Sumatera Utara,15800.0
Sumatera Utara,15750.0
Sumatera Utara,15750.0
Sumatera Utara,15750.0
Sumatera Utara,15750.0
Sumatera Utara,15700.0
Sumatera Utara,15600.0
Sumatera Utara,15500.0
Sumatera Utara,15500.0
Sumatera Utara,15500.0
Sumatera Utara,15300.0
Sumatera Utara,15300.0
Sumatera Utara,15300.0
Sumatera Utara,15300.0
Sumatera Utara,15300.0
Sumatera Utara,21950.0
Sumatera Utara,21950.0
Sumatera Utara,21950.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,22000.0
Sumatera Utara,21800.0
Sumatera Utara,21800.0
Sumatera Utara,21800.0
Sumatera Utara,21750.0
Sumatera Utara,21750.0
Sumatera Utara,21750.0
Sumatera Utara,21650.0
Sumatera Utara,21650.0
Sumatera Utara,21650.0
Sumatera Utara,21650.0
Sumatera Utara,21650.0
Sumatera Utara,21650.0
Sumatera Utara,21450.0
Sumatera Utara,21450.0
Sumatera Utara,21450.0
Sumatera Utara,21450.0
Sumatera Utara,21450.0
Sumatera Utara,21450.0
Sumatera Utara,21450.0
Sumatera Utara,21450.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,16400.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14750.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,14700.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10900.0
Sumatera Utara,10900.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,10950.0
Sumatera Utara,11000.0
Sumatera Utara,11000.0
Sumatera Utara,11000.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11700.0
Sumatera Utara,11700.0
Sumatera Utara,11700.0
Sumatera Utara,11700.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,11750.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12650.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12600.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12950.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,12900.0
Sumatera Utara,13500.0
Sumatera Utara,13500.0
Sumatera Utara,13500.0
Sumatera Utara,13500.0
Sumatera Utara,13450.0
Sumatera Utara,13450.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13400.0
Sumatera Utara,13800.0
Sumatera Utara,13800.0
Sumatera Utara,13750.0
Sumatera Utara,13750.0
Sumatera Utara,13750.0
Sumatera Utara,13750.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,13700.0
Sumatera Utara,31650.0
Sumatera Utara,31800.0
Sumatera Utara,31850.0
Sumatera Utara,32250.0
Sumatera Utara,32650.0
Sumatera Utara,32750.0
Sumatera Utara,32750.0
Sumatera Utara,32900.0
Sumatera Utara,32400.0
Sumatera Utara,32400.0
Sumatera Utara,32050.0
Sumatera Utara,32100.0
Sumatera Utara,32100.0
Sumatera Utara,32350.0
Sumatera Utara,32450.0
Sumatera Utara,32700.0
Sumatera Utara,32700.0
Sumatera Utara,32600.0
Sumatera Utara,32300.0
Sumatera Utara,32150.0
